"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"45411","URN:CornellLabOfOrnithology:EBIRD:OBS622648297","2018-07-05 16:13:23",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha - RN, Fernando de Noronha BR-RN (-3,8511,-32,4290)","L7455338","P",-3.851053,-32.429037,"2018-05-10","14:13:00","obsr640234","S45959263","Traveling","P22","EBIRD",60,2,NA,1,1,"",0,1,0,"","","",2017,9,1
"46067","URN:CornellLabOfOrnithology:EBIRD:OBS646296717","2018-09-05 16:23:58",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-07-01","11:50:00","obsr504886","S47690427","Stationary","P21","EBIRD",20,NA,NA,2,1,"",0,1,0,"","","",2065,6,1
"46068","URN:CornellLabOfOrnithology:EBIRD:OBS636711349","2018-10-23 23:05:14",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--área geral","L1177580","H",-3.8567187,-32.4275208,"2018-07-01","07:16:00","obsr504886","S46963130","Traveling","P22","EBIRD",240,3,NA,4,0,"",0,1,0,"","","",2057,9,1
"46584","URN:CornellLabOfOrnithology:EBIRD:OBS650940675","2018-09-05 16:23:45",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","15","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"BR-363, Fernando de Noronha BR-RN (-3,8493,-32,4260)","L7850046","P",-3.849294,-32.426043,"2018-08-24","14:18:00","obsr640234","S48045337","Traveling","P22","EBIRD",187,13.642,NA,2,1,"",0,1,0,"","","",2083,15,1
"46585","URN:CornellLabOfOrnithology:EBIRD:OBS652582358","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-08-30","08:25:00","obsr438109","S48167383","Traveling","P22","EBIRD",25,1,NA,2,0,"",0,1,0,"","","",2086,6,1
"46586","URN:CornellLabOfOrnithology:EBIRD:OBS650399079","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","22","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"BR-363, Fernando de Noronha BR-RN (-3,8493,-32,4260)","L7850046","P",-3.849294,-32.426043,"2018-08-22","08:11:00","obsr640234","S48004498","Traveling","P22","EBIRD",281,11.031,NA,3,1,"",0,1,0,"","","",2082,9,1
"46587","URN:CornellLabOfOrnithology:EBIRD:OBS653847601","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-08-31","12:17:00","obsr438109","S48265046","Traveling","P22","EBIRD",25,0.805,NA,2,1,"G3437285",0,1,0,"","","",2088,7,1
"46588","URN:CornellLabOfOrnithology:EBIRD:OBS853787947","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","30","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--área geral","L1177580","H",-3.8567187,-32.4275208,"2018-08-07","05:00:00","obsr921803","S63591130","Traveling","P22","EBIRD",1440,20,NA,1,1,"",0,1,0,"","","",2079,17,1
"46589","URN:CornellLabOfOrnithology:EBIRD:OBS653986850","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-08-31","12:17:00","obsr1153839","S48275274","Traveling","P22","EBIRD",25,0.805,NA,2,1,"G3437285",0,1,0,"","","",2087,7,1
"49160","URN:CornellLabOfOrnithology:EBIRD:OBS819808440","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--área geral","L1177580","H",-3.8567187,-32.4275208,"2018-09-08","","obsr928931","S60850320","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",2223,11,1
"49161","URN:CornellLabOfOrnithology:EBIRD:OBS653762841","2018-10-24 19:54:57",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-09-03","07:28:00","obsr438109","S48259062","Traveling","P22","EBIRD",15,0.805,NA,2,1,"G3437286",0,1,0,"","","",2244,6,1
"49162","URN:CornellLabOfOrnithology:EBIRD:OBS653986867","2018-09-05 15:16:16",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-09-03","07:28:00","obsr1153839","S48275276","Traveling","P22","EBIRD",15,0.805,NA,2,1,"G3437286",0,1,0,"","","",2246,6,1
"49163","URN:CornellLabOfOrnithology:EBIRD:OBS653116444","2018-09-06 22:39:08",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"PN Fernando de Noronha--Trilha do Farol","L7881192","H",-3.8744716,-32.4617604,"2018-09-01","08:22:00","obsr438109","S48210943","Traveling","P22","EBIRD",130,1,NA,4,1,"",0,1,0,"","","",2222,8,1
"49164","URN:CornellLabOfOrnithology:EBIRD:OBS653755558","2020-01-05 23:40:09",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-09-02","08:01:00","obsr438109","S48258516","Traveling","P22","EBIRD",23,0.805,NA,1,1,"",0,1,0,"","","",2238,6,1
"52887","URN:CornellLabOfOrnithology:EBIRD:OBS666196995","2018-10-23 23:14:30",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","8","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Costa Esmeralda","L8026406","H",-3.8476728,-32.433041,"2018-10-13","09:34:00","obsr501068","S49156913","Traveling","P22","EBIRD_BRA",9,0.52,NA,1,1,"",0,1,0,"","1 Salvator merianae","",2472,3,1
"52888","URN:CornellLabOfOrnithology:EBIRD:OBS671430131","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Boldró","L7993271","H",-3.8494978,-32.4260406,"2018-10-10","06:42:00","obsr757924","S49538990","Stationary","P21","EBIRD_BRA",3,NA,NA,2,1,"G3549640",0,1,0,"","","",2481,5,1
"52889","URN:CornellLabOfOrnithology:EBIRD:OBS667798986","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-10-18","10:11:00","obsr1101213","S49267969","Traveling","P22","EBIRD",11,0.21,NA,2,1,"G3531147",0,1,0,"","","",2459,10,1
"52890","URN:CornellLabOfOrnithology:EBIRD:OBS665999108","2018-10-28 18:25:30",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","27","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para o Mirante dos Golfinhos, Praia do Sancho e Mirante Dois Irmãos","L8017336","H",-3.8541464,-32.4423055,"2018-10-12","07:21:00","obsr501068","S49142445","Traveling","P22","EBIRD_BRA",15,1.02,NA,1,1,"",1,1,0,"","","",2369,7,1
"52891","URN:CornellLabOfOrnithology:EBIRD:OBS665945221","2018-10-23 23:16:02",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","12","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para o PIC Golfinho-Sancho","L8023686","H",-3.8547387,-32.4322253,"2018-10-12","06:18:00","obsr501068","S49138694","Traveling","P22","EBIRD_BRA",10,0.85,NA,1,1,"",0,1,0,"","","",2450,4,1
"52892","URN:CornellLabOfOrnithology:EBIRD:OBS665712949","2018-10-24 19:54:08",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-10-11","06:28:00","obsr501068","S49120781","Traveling","P22","EBIRD_BRA",16,0.35,NA,1,1,"",0,1,0,"","","",2416,7,1
"52893","URN:CornellLabOfOrnithology:EBIRD:OBS664881927","2018-10-23 23:15:32",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Sueste","L7998967","H",-3.8664129,-32.4262625,"2018-10-08","14:00:00","obsr501068","S49056842","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,"","","",2407,7,1
"52894","URN:CornellLabOfOrnithology:EBIRD:OBS665749318","2018-10-28 18:23:12",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","25","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-11","06:45:00","obsr501068","S49123723","Traveling","P22","EBIRD_BRA",19,1.09,NA,1,1,"",1,1,0,"","","",2437,7,1
"52895","URN:CornellLabOfOrnithology:EBIRD:OBS665749611","2018-10-28 18:23:48",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","7","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-11","08:10:00","obsr501068","S49123768","Traveling","P22","EBIRD_BRA",9,0.08,NA,1,1,"",1,1,0,"","","",2544,2,1
"52896","URN:CornellLabOfOrnithology:EBIRD:OBS665712669","2018-10-23 23:16:21",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-11","06:25:00","obsr501068","S49120760","Traveling","P22","EBIRD_BRA",2,0.24,NA,1,1,"",0,1,0,"","","",2490,3,1
"52897","URN:CornellLabOfOrnithology:EBIRD:OBS671429904","2018-10-29 11:20:04",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-19","14:32:00","obsr757924","S49538971","Stationary","P21","EBIRD_BRA",42,NA,NA,14,1,"G3549634",0,1,0,"","","",2354,8,1
"52898","URN:CornellLabOfOrnithology:EBIRD:OBS663574823","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para a Praia do Americano","L7993261","H",-3.8470816,-32.4286286,"2018-10-06","05:50:00","obsr501068","S48968988","Traveling","P22","EBIRD_BRA",9,0.18,NA,1,1,"",1,1,0,"","","",2485,5,1
"52899","URN:CornellLabOfOrnithology:EBIRD:OBS666669868","2018-10-23 23:14:39",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha Costa Azul","L8031033","H",-3.8399556,-32.411799,"2018-10-14","14:02:00","obsr501068","S49187880","Traveling","P22","EBIRD_BRA",1,0.09,NA,1,1,"",0,1,0,"","","",2502,2,1
"52900","URN:CornellLabOfOrnithology:EBIRD:OBS668539351","2018-10-29 11:20:00",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-20","14:37:00","obsr501068","S49320996","Stationary","P21","EBIRD_BRA",43,NA,NA,15,1,"G3549631",0,1,0,"","","",2359,6,1
"52901","URN:CornellLabOfOrnithology:EBIRD:OBS665749138","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","10","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para a Praia da Conceição","L8021389","H",-3.8500078,-32.4220539,"2018-10-11","12:47:00","obsr501068","S49123711","Traveling","P22","EBIRD_BRA",14,1.19,NA,2,1,"G3549636",0,1,0,"","","",2489,5,1
"52902","URN:CornellLabOfOrnithology:EBIRD:OBS666946543","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Boldró","L7993271","H",-3.8494978,-32.4260406,"2018-10-15","07:14:00","obsr501068","S49206215","Stationary","P21","EBIRD_BRA",3,NA,NA,1,1,"",0,1,0,"","","",2476,4,1
"52903","URN:CornellLabOfOrnithology:EBIRD:OBS667239034","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Boldró","L7993271","H",-3.8494978,-32.4260406,"2018-10-16","05:52:00","obsr501068","S49227040","Stationary","P21","EBIRD_BRA",5,NA,NA,1,1,"",0,1,0,"","","",2531,5,1
"52904","URN:CornellLabOfOrnithology:EBIRD:OBS665104311","2018-10-24 00:04:50",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","19","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-09","06:49:00","obsr501068","S49072936","Traveling","P22","EBIRD_BRA",13,1.05,NA,1,1,"",1,1,0,"","","",2465,7,1
"52905","URN:CornellLabOfOrnithology:EBIRD:OBS668237656","2018-10-23 23:14:09",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","18","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha do Capim-Açu","L8046672","H",-3.8560535,-32.4395196,"2018-10-19","12:43:00","obsr501068","S49300019","Traveling","P22","EBIRD_BRA",38,1.51,NA,2,1,"",0,1,0,"","Com o guia Paulo","",2498,6,1
"52906","URN:CornellLabOfOrnithology:EBIRD:OBS665438116","2018-10-29 11:20:58",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","13","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para o Mirante dos Golfinhos, Praia do Sancho e Mirante Dois Irmãos","L8017336","H",-3.8541464,-32.4423055,"2018-10-10","09:47:00","obsr501068","S49098544","Traveling","P22","EBIRD_BRA",33,1.34,NA,2,1,"G3549641",0,1,0,"","","",2350,9,1
"52907","URN:CornellLabOfOrnithology:EBIRD:OBS665999246","2018-10-24 00:23:12",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-12","07:37:00","obsr501068","S49142456","Stationary","P21","EBIRD_BRA",25,NA,NA,1,1,"",0,1,0,"","Tartaruga-de-pente","",2351,9,1
"52908","URN:CornellLabOfOrnithology:EBIRD:OBS671429882","2018-10-29 11:20:00",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-20","14:37:00","obsr757924","S49538966","Stationary","P21","EBIRD_BRA",43,NA,NA,15,1,"G3549631",0,1,0,"","","",2358,6,1
"52909","URN:CornellLabOfOrnithology:EBIRD:OBS663997547","2018-10-28 18:03:44",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","10","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-06","14:00:00","obsr501068","S48997394","Traveling","P22","EBIRD_BRA",18,1.33,NA,1,1,"",0,1,0,"","","",2458,5,1
"52910","URN:CornellLabOfOrnithology:EBIRD:OBS663575009","2018-10-23 23:37:37",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Boldró","L7993269","H",-3.8462451,-32.4290552,"2018-10-06","04:53:00","obsr501068","S48969001","Traveling","P22","EBIRD_BRA",31,0.47,NA,1,1,"",1,1,0,"","2 mocós-","",2333,12,1
"52911","URN:CornellLabOfOrnithology:EBIRD:OBS671429911","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","10","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Trilha para a Praia da Conceição","L8021389","H",-3.8500078,-32.4220539,"2018-10-11","12:47:00","obsr757924","S49538973","Traveling","P22","EBIRD_BRA",14,1.19,NA,2,1,"G3549636",0,1,0,"","","",2491,5,1
"52912","URN:CornellLabOfOrnithology:EBIRD:OBS671051719","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia da Conceição","L8021385","H",-3.8421401,-32.4174854,"2018-10-22","08:45:00","obsr241514","S49513220","Traveling","P22","EBIRD",135,1,NA,1,1,"",0,1,0,"","","",2375,12,1
"52913","URN:CornellLabOfOrnithology:EBIRD:OBS669537415","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Boldró","L7993271","H",-3.8494978,-32.4260406,"2018-10-23","05:47:00","obsr501068","S49392453","Stationary","P21","EBIRD_BRA",5,NA,NA,1,1,"",0,1,0,"","","",2438,5,1
"52914","URN:CornellLabOfOrnithology:EBIRD:OBS667632665","2018-10-23 23:12:57",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Trinta","L8005670","H",-3.8458294,-32.4056216,"2018-10-17","09:39:00","obsr501068","S49255565","Incidental","P20","EBIRD_BRA",NA,NA,NA,1,0,"",0,1,0,"","","",2551,1,1
"52915","URN:CornellLabOfOrnithology:EBIRD:OBS668237879","2018-10-29 11:20:03",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Mirante dos Golfinhos","L8017350","H",-3.8584299,-32.4466972,"2018-10-19","14:32:00","obsr501068","S49300044","Stationary","P21","EBIRD_BRA",42,NA,NA,14,1,"G3549634",0,1,0,"","","",2361,8,1
"52916","URN:CornellLabOfOrnithology:EBIRD:OBS669537603","2018-10-24 09:56:18",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Açude do Xaréu","L5007230","H",-3.8666667,-32.4283333,"2018-10-23","06:51:00","obsr501068","S49392472","Traveling","P22","EBIRD_BRA",12,0.37,NA,1,1,"",0,1,0,"","","",2443,7,1
"52917","URN:CornellLabOfOrnithology:EBIRD:OBS665614468","2021-03-25 04:52:06.254761",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Vila do Boldró","L7993271","H",-3.8494978,-32.4260406,"2018-10-11","05:43:00","obsr501068","S49111927","Stationary","P21","EBIRD_BRA",20,NA,NA,1,1,"",0,1,0,"","","",2532,5,1
"52918","URN:CornellLabOfOrnithology:EBIRD:OBS664657327","2018-10-23 23:16:21",18550,"species","avibase-63999CD3","Noronha Vireo","Vireo gracilirostris","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Estrada para a Ponta das Caracas","L7998843","H",-3.8660665,-32.4269471,"2018-10-08","06:31:00","obsr501068","S49039263","Traveling","P22","EBIRD_BRA",2,0.26,NA,1,1,"",0,1,0,"","","",2460,4,1
